technology_id,country,name,groundwater,surfacewater,waterquality,waterquality_referring,watersupply,water_use_rights,water_comments
668,AF,Afforestation for firewood production,5_50M,MEDIUM,GOOD,,MIXED,COMMUNAL,"Floods occur mainly during the rainy seasons in spring and autumn. Availability of surface water varies in the three study villages. Sari Joy and Dashti Mirzai have good surface water availability, which is also food for drinking. Jawaz Khana has poor water both in quality and availability. Water has to be fetched from a distant stream."
6680,BJ,Mucuna as a cover crop to improve soil fertility,5_50M,GOOD,GOOD,GROUND,RAINFED,COMMUNAL,
6682,BJ,Contour ploughing and residue management,5_50M,GOOD,GOOD,GROUND,RAINFED,COMMUNAL,
6683,BJ,Staggered Planting as a Climate Change Adaptation Strategy,5_50M,GOOD,POOR,GROUND,RAINFED,COMMUNAL,
6685,KE,Vermicomposting: an effective liquid fertilizer and biopesticide,5_50M,GOOD,POOR,BOTH,MIXED,OPEN_ACCESS,"There are several boreholes in the area and according to interviews with some borehole owners, the depts are not more than 50 metres."
6686,BJ,Short-Cycle Varieties of Maize,5_50M,MEDIUM,GOOD,GROUND,RAINFED,COMMUNAL,
6687,BF,Tiarako dyke,5_50M,MEDIUM,POOR,BOTH,RAINFED,OPEN_ACCESS|COMMUNAL,
6689,IN,Community Based Soil Rehabilitation for Grassland on Common Lands after Eradication of the Invasive Lantana Camara,5_50M,MEDIUM,POOR,BOTH,RAINFED,COMMUNAL,"The groundwater status is within the safe limits as per the reports by the Government of Madhya Pradesh. People use water from rivers, streams, and traditional small wells for domestic purposes. In the absence of good vegetative cover, the rainwater washes off the fertile topsoil from the farmlands making the land barren and resulting in the siltation of ponds and other water bodies. Further, a heavy infestation of invasive species such as Lantana Camara compounds the degradation. The studied block Bichhiya is in a better position in terms of stage of groundwater development with 17%, while the average of the district is 7%. (stage of groundwater development refers to the % of groundwater being used for various purposes from the available groundwater in that area e.g. net annual groundwater availability in Bichhiya block is 9087 ham (hectare meters) while the existing annual ground water draft for all usage is 1523 ham, making it a 17% groundwater development stage)

Source: http://cgwb.gov.in/District_Profile/MP/Mandla.pdf"
669,AF,Establishment of improved orchards and vineyards,5_50M,MEDIUM,GOOD,,MIXED,COMMUNAL,"Floods occur mainly during the rainy seasons in spring and autumn. Availability of surface water differs for the three study villages Sari Joy, Jawaz Khana, and Dashti Mirzai. Sari Joy has sources and good surface water availability. Jawaz Khana has poor water availability as water has to be fetched from a lower laying stream. Dashti Mirzai has good water availability also from an irrigation channel."
6690,IN,Biochar Production from the Invasive Species Lantana Camara,5_50M,MEDIUM,POOR,BOTH,RAINFED,COMMUNAL|INDIVIDUAL,"The groundwater status is within the safe limits as per the reports by the Government of Madhya Pradesh. People use water from rivers, streams, and traditional small wells for domestic purposes. In the absence of good vegetative cover, the rainwater washes off the fertile topsoil from the farmlands making the land barren and resulting in the siltation of ponds and other water bodies. Further, a heavy infestation of invasive species such as Lantana Camara compounds the degradation.
The studied block Bichhiya is in a better position in terms of stage of groundwater development with 17%, while the average of the district is 7%. The stage of groundwater development refers to the % of groundwater being used for various purposes from the available groundwater in that area e.g. net annual groundwater availability in Bichhiya block is 9087 ham (hectare meters) while the existing annual ground water draft for all usage is 1523 ham, making it a 17% groundwater development stage. 
Source: http://cgwb.gov.in/District_Profile/MP/Mandla.pdf"
6691,BF,Filtering dyke,5_50M,GOOD,POOR,BOTH,RAINFED,COMMUNAL,
6693,IN,Biochar Application on Homestead Land,5_50M,MEDIUM,POOR,BOTH,MIXED,COMMUNAL|INDIVIDUAL,"The pre-monsoon groundwater level in the area ranges from 3 to 14 meters below ground level. (District at Glance, Mandla, Central Ground Water Board, 2013). The locations have a river flowing close to the area; however, access to the surface and sub-surface water is a primary concern. Basaltic lava flows of the Deccan trap underlie the Mandla District.  All blocks of the district including project block Bichhiya are categorized as safe blocks. The net groundwater availability in the district is 53779 hectare meters (ham), and the groundwater draft for all uses is 8205 ham, making the Stage of Groundwater Development 15% as a whole for the district. The area's topography, soil, and geology do not let water remain for long durations, causing water scarcity in summer. The irrigation facilities are poor and limited to areas adjoining dams and canals."
6695,IN,"Preparation of Bio-Inputs such as Vermicompost, Biofertilizers, and Biopesticides",50M_PLUS,MEDIUM,POOR,BOTH,MIXED,COMMUNAL|INDIVIDUAL,"The groundwater status is within the safe limits as per the reports by the Government of Madhya Pradesh. People use water from rivers, streams, and traditional small wells for domestic purposes. In the absence of good vegetative cover, the rainwater washes off the fertile topsoil from the farmlands making the land barren and resulting in the siltation of ponds and other water bodies. Further, a heavy infestation of invasive species such as Lantana Camara compounds the degradation. 

The studied block Bichhiya is in a better position in terms of stage of groundwater Development with 17%, while the district average is 7%.

Source: http://cgwb.gov.in/District_Profile/MP/Mandla.pdf"
6697,IN,Pre-Monsoon Dry Sowing (PMDS),5_50M,MEDIUM,POOR,BOTH,RAINFED,COMMUNAL|INDIVIDUAL,"The region has several small streams and tributaries that flow through it, primarily seasonal and originating in the hills. The area is also known for its waterfalls, including the Patalpani waterfall, a popular tourist destination."
6699,KE,Permanent soil cover,5_50M,GOOD,GOOD,BOTH,RAINFED,OPEN_ACCESS,"There are several boreholes in the area and according to interviews with some borehole owners, the depts are not more than 50 metres."
670,AF,Contour hedgerows of alfalfa in annual cropland,5_50M,MEDIUM,GOOD,,RAINFED,COMMUNAL,"Floods occur mainly during the rainy seasons in spring and autumn. Availability of surface water differs for the two study villages Sari Joy and Jawaz Khana. Sari Joy has relatively good surface water availability, also for drinking. Jawaz Khana has poor water both in quality and availability.  Water has to be fetched from a lower lying stream."
6701,KE,Push-pull crop pest control,5_50M,MEDIUM,GOOD,GROUND,RAINFED,COMMUNAL,"There are several boreholes in the area and according to interviews with some borehole owners, the depths are not more than 50 metres."
6702,KE,Lime application to acid soils,5_50M,GOOD,POOR,BOTH,MIXED,COMMUNAL|INDIVIDUAL,"There are several boreholes in the area and according to interviews with some borehole owners, the depths are not more than 50 metres."
6704,BF,Organic Manure-Based Fertilization,5_50M,GOOD,POOR,BOTH,RAINFED,COMMUNAL,
6705,KE,Vegetative cross-slope barriers,5_50M,GOOD,POOR,BOTH,RAINFED,OPEN_ACCESS|INDIVIDUAL,
6708,BF,Establishment of Grassed Strips,5_50M,GOOD,POOR,BOTH,RAINFED,OPEN_ACCESS,
671,AF,Rotational grazing to restore degraded pastures,5_50M,MEDIUM,GOOD,,RAINFED,COMMUNAL,Floods occur mainly during the rainy seasons in spring and autumn. Availability of surface water differs for the villages of Sari Joy and Jawaz Khana. Sari Joy has good surface water availability. Jawaz Khana has poor water availability as water has to be fetched from a stream lower down.
6715,ET,Water Spreading Weirs,50M_PLUS,POOR,POOR,GROUND,RAINFED,COMMUNAL|INDIVIDUAL,"Rainfall is characterized by erratic and erosive nature. Therefore, flooding is common when heavy rain is intercepted."
6716,ET,Double Basin Masonry Check Dam,50M_PLUS,POOR,GOOD,GROUND,RAINFED,COMMUNAL|INDIVIDUAL,The water quality is a relative description as it is not supported by facts. Both livestock and human beings are using ponds and still water for drinking after rainfall.
6719,BF,Producing and Using Agroforestry Tree Seedlings,5_50M,GOOD,POOR,BOTH,MIXED,INDIVIDUAL,
672,AF,Rehabilitation  of degraded pastures with alfalfa,5_50M,MEDIUM,GOOD,,MIXED,COMMUNAL,"Floods occur mainly during the rainy seasons in spring and autumn. Availability of surface water differs for the three study villages Sari Joy, Jawaz Khana, and Dashti Mirzai. Sari Joy has sources and good surface water availability. Jawaz Khana has poor water availability as water has to be fetched from a lower laying stream. Dashti Mirzai has good water availability also from an irrigation channel."
6721,IN,Improved Cattle Shed Flooring for Conservation of Cow Dung and Urine for Biofertilizer Production at Farm Level,50M_PLUS,MEDIUM,POOR,BOTH,MIXED,COMMUNAL|INDIVIDUAL,"The groundwater status is within the safe limits as per the reports by the Government of Madhya Pradesh. People use water from rivers, streams, and traditional small wells for domestic purposes. In the absence of good vegetative cover, the rainwater washes off the fertile topsoil from the farmlands making the land barren and resulting in the siltation of ponds and other water bodies. Further, a heavy infestation of invasive species such as Lantana Camara compounds the degradation.

The studied block Bichhiya is in a better position in terms of stage of groundwater development with 17%, stage of groundwater development refers to the % of groundwater being used for various purposes from the available groundwater in that area e.g. net annual groundwater availability in Bichhiya block is 9087 ham (hectare meters) while the existing annual groundwater draft for all usage is 1523 ham, making it a 17% groundwater development stage, while the district average is 79%. 
Source: http://cgwb.gov.in/District Profile/MP/Mandla.pdf"
6722,BF,Gully Treatment,5_50M,MEDIUM,POOR,BOTH,RAINFED,OPEN_ACCESS|COMMUNAL,
6724,IN,Multilayer Farming Systems For Ensuring Food Diversity And Increasing Resilience,50M_PLUS,,GOOD,BOTH,MIXED,OPEN_ACCESS,"On an average 26.3 per cent of the cultivated area is under irrigation, out of which 71.5 per cent is under well irrigation (including lift irrigation) and remaining area is under canal irrigation. (http://www.kvk.pravara.com/pages/District%20Profile/District%20Profile.htm)

The overall stage of ground water development for the district is quite high i.e., 79.8%. Further ground water development is not recommended without adhering to the precautionary measures i.e., artificial recharge to augment the ground water resources and adoption of ground water management practices. Ground water quality in the wells
monitored by the concerned authorities in the district is affected because of high NO3 concentrations. (http://cgwb.gov.in/District_Profile/Maharashtra/Ahmadnagar.pdf)"
6728,IN,City Compost: A Solution For Waste Management And Soil Health Improvement,50M_PLUS,POOR,AGRICULTURALUSE,GROUND,MIXED,COMMUNAL|INDIVIDUAL,"A large majority of the area is a water scarce area with a dry long spell being a common feature. As indicated above the quality of water is also poor, which makes it even unusable for irrigation. During the last couple of years there has been enormous efforts to develop the surface water harvesting infrastructure in project areas."
6729,BF,Vegetation of contour stone bunds using herbaceous species,5_50M,GOOD,POOR,BOTH,RAINFED,OPEN_ACCESS,
673,AF,Improved livestock shed for better health and productivity,5_50M,MEDIUM,GOOD,,,COMMUNAL,"Floods occur mainly during the rainy seasons in spring and autumn. Availability of surface water differs for the three study villages Sari Joy, Jawaz Khana, and Dashti Mirzai. Sari Joy has sources and good surface water availability. Jawaz Khana has poor water availability as water has to be fetched from a low lying stream. Dashti Mirzai has good water availability also from an irrigation channel."
6731,BF,Minimum Tillage,5_50M,GOOD,POOR,BOTH,RAINFED,OPEN_ACCESS,
6735,IN,Sustainable Biochar Production Through Agroforestry Systems And Its Application,5_50M,GOOD,POOR,BOTH,MIXED,COMMUNAL|INDIVIDUAL,"The groundwater level at 3 meters below ground level in 2019 indicates water table that lies within 3-5 meters below ground level (m bgl) or less is considered shallow. This level often indicates good accessibility to groundwater, making it relatively easier for extraction using shallow wells or hand pumps."
6739,TN,Drought tolerant barley variety: 'Kounouz',LESS_5M,POOR,POOR,GROUND,RAINFED,COMMUNAL|INDIVIDUAL,
674,AF,Community fodder bank for sustaining supplies,5_50M,MEDIUM,GOOD,,RAINFED,COMMUNAL,"Floods occur mainly during the rainy seasons in spring and autumn. Availability of surface water differs for the three study villages Sari Joy, Jawaz Khana, and Dashti Mirzai. Sari Joy has sources and good surface water availability. Jawaz Khana has poor water availability as water has to be fetched from a lower-down stream. Dashti Mirzai has good water availability - also from an irrigation channel."
6742,MG,Pares-feux agricoles,5_50M,MEDIUM,POOR,GROUND,RAINFED,OPEN_ACCESS,
6785,KZ,Creation of sown cultural pastures for summer-autumn use in the conditions of the foothill zone of south-eastern Kazakhstan,5_50M,POOR,GOOD,BOTH,RAINFED,,
6788,KZ,Возделывание сахарного сорго в бинарных посевах с люцерной на засоленных почвах Кызылординской области,LESS_5M,MEDIUM,POOR,BOTH,IRRIGATION,COMMUNAL,Недостаток поливной воды в летний период
6804,MA,Drought tolerant durum wheat variety: Jawahir,5_50M,POOR,POOR,GROUND,RAINFED,INDIVIDUAL,
6818,BT,Leaf Litter Collection for FYM Production,,GOOD,GOOD,SURFACE,MIXED,COMMUNAL,
6820,NL,Soil improvement in orchards through use of bokashi (fermented clippings),LESS_5M,GOOD,AGRICULTURALUSE,BOTH,MIXED,,
6821,BT,Low-Cost Plastic-Lined Water Harvesting Pond,,GOOD,AGRICULTURALUSE,SURFACE,MIXED,COMMUNAL,
6822,BT,Traditional Soil Fertility Management through FYM Application,5_50M,GOOD,GOOD,SURFACE,MIXED,COMMUNAL,
6823,BT,Sexed semen technology,,GOOD,GOOD,SURFACE,MIXED,OPEN_ACCESS,"In accordance with the land users, the quantity of water is more than enough and the quality of the water is also very good compared to the past."
6829,BT,Geocoding of Million Fruit Trees for Monitoring and Tracking,,MEDIUM,AGRICULTURALUSE,SURFACE,MIXED,COMMUNAL,The availability of water in Mewang Gewog was a concern since a decade ago. Irrigation water was not enough for every farmers which resulted in delayed paddy plantation.
6830,BT,Securing Food Through Electric Fencing,,GOOD,GOOD,SURFACE,MIXED,COMMUNAL,
6836,BT,Mechanical Bench Terracing,,MEDIUM,AGRICULTURALUSE,SURFACE,MIXED,COMMUNAL,"However, excess rain can cause flooding in the terrace but instances like this has never happened."
6839,BT,Rehabilitation of Fallow Land Through Agroforestry,,GOOD,GOOD,SURFACE,RAINFED,COMMUNAL,
6842,BT,Water Source Protection,,GOOD,GOOD,SURFACE,MIXED,COMMUNAL,Water quantity and quality have been greatly improved with the intervention of water source protection. These three water sources provide drinking water to Mongar town and Mongar hospital.
6844,BT,Vegetable Intercropping in Apple Orchards,5_50M,GOOD,GOOD,SURFACE,MIXED,COMMUNAL,There are no risks of flooding as the area is located on hills.
6846,BT,Protected Agriculture for High Value Crops,,MEDIUM,POOR,SURFACE,IRRIGATION,COMMUNAL,There is a water shortage during the winter season.
6847,BT,Citrus Canopy Management and Rehabilitation Program,,GOOD,GOOD,SURFACE,MIXED,COMMUNAL,
6849,BT,Climate Resilient Irrigation Scheme,5_50M,GOOD,GOOD,SURFACE,MIXED,COMMUNAL,The source of the water serve for both drinking and irrigation purposes.
6853,BT,Springshed Revival through Trenches and Checkdams,ONSURFACE,MEDIUM,GOOD,BOTH,MIXED,COMMUNAL,
6854,BT,Contour Grass Hedgerows on Steep Slopes,,MEDIUM,AGRICULTURALUSE,SURFACE,RAINFED,OPEN_ACCESS,The flooding of the area occurs mostly due to heavy rainfall and some surface water.
6855,BT,Managed Burning of Rangeland,,GOOD,GOOD,SURFACE,RAINFED,OPEN_ACCESS,
6857,BT,Lake Revival:  Towards Environmental Conservation,5_50M,GOOD,GOOD,SURFACE,MIXED,COMMUNAL,
6859,BT,Cane and Bamboo Plantation to Sustain Raw Materials,,MEDIUM,GOOD,SURFACE,MIXED,COMMUNAL,
6860,BT,Use of Dummy Tigers to Repel Wild Animals,5_50M,GOOD,GOOD,SURFACE,MIXED,COMMUNAL|INDIVIDUAL,"A landslide in the community was recorded in 1991, losing about one acre of land."
6864,BT,Plastic mulching for cash crops,5_50M,MEDIUM,GOOD,SURFACE,MIXED,COMMUNAL,
6865,BT,Biogas plant,,,GOOD,SURFACE,MIXED,COMMUNAL,"Recently, staff from the Ministry of Health tested the water quality, and the land user told that the water is good and drinkable."
6869,BT,Stall-Feeding of Dairy Cows,,GOOD,GOOD,,MIXED,INDIVIDUAL,
6871,BT,Terrace Consolidation by Machine,,GOOD,GOOD,,MIXED,COMMUNAL|INDIVIDUAL,
6874,BT,Vermicomposting,,GOOD,GOOD,,IRRIGATION,COMMUNAL,
6876,BE,Undersowing grass in maize as a cover crop,LESS_5M,GOOD,POOR,,RAINFED,INDIVIDUAL,
6878,LU,Shallow rotary tillage with microbial digestion,5_50M,GOOD,GOOD,BOTH,RAINFED,COMMUNAL,
6879,NL,Agroforestry on arable land,LESS_5M,GOOD,POOR,BOTH,MIXED,COMMUNAL,
689,NE,Rehabilitation and protection of the rangeland of Guidan Issa,50M_PLUS,MEDIUM,POOR,,RAINFED,OPEN_ACCESS,
6891,BT,Contour Stone Bunds,,MEDIUM,GOOD,GROUND,MIXED,OPEN_ACCESS,
6898,BT,Improved Dairy Shed,,GOOD,GOOD,SURFACE,MIXED,COMMUNAL,
6933,MN,Conservation agriculture to restore abandoned cropland,5_50M,GOOD,GOOD,BOTH,RAINFED,INDIVIDUAL,It depends on intensity of rainfall.
698,TJ,River training dam,50M_PLUS,EXCESS,GOOD,,MIXED,COMMUNAL,"Seasonal floods/high runoff in spring time, when heavy rain coincides with snowmelt."
700,NE,Multi-Nutritional Fodder Blocks for livestock,5_50M,POOR,POOR,,RAINFED,COMMUNAL,
7000,PH,Floating Vegetable Garden Using Water Hyacinth as Planting Medium,ONSURFACE,EXCESS,UNUSABLE,BOTH,MIXED,COMMUNAL,"For the past three (3) years, the community has observed that flooding is all year round"
7002,TN,ICT2Scale – supporting smallholder farmers with cellphone-based services via SMS,5_50M,POOR,AGRICULTURALUSE,GROUND,RAINFED,COMMUNAL|INDIVIDUAL,
7094,NL,Alley cropping with nut trees,LESS_5M,GOOD,AGRICULTURALUSE,BOTH,RAINFED,COMMUNAL,
711,UG,Soil and Water Conservation Channels,50M_PLUS,GOOD,POOR,,RAINFED,COMMUNAL,Water quantity and quality is dependent on human activities and rainfall patterns
7121,KE,Integrated soil fertility management (ISFM),,MEDIUM,AGRICULTURALUSE,SURFACE,RAINFED,,
7125,ES,Reforestation of degraded agricultural land.,50M_PLUS,POOR,GOOD,SURFACE,RAINFED,INDIVIDUAL,The area studied is an agricultural area in a forest environment with problems of drought and advancing desertification.
7126,PT,Monitoring and Management of Agroforestry using SmartAG,,POOR,AGRICULTURALUSE,,RAINFED,INDIVIDUAL,
7129,DE,Improved Forest management,5_50M,,GOOD,GROUND,RAINFED,OTHER,"Flooding occurs only after very heavy rainfall, when certain weather conditions apply. The latest major floods were in 2003, 2013 and 2024."
7138,CH,Organic Agriculture (DOK Experiment),5_50M,GOOD,GOOD,GROUND,RAINFED,OTHER,
7140,NL,Peatland Rewetting,LESS_5M,GOOD,,,MIXED,COMMUNAL,
7142,ID,Agroforestry and Reforestation for Improved Livelihoods and Ecosystem Services,5_50M,MEDIUM,POOR,GROUND,RAINFED,OPEN_ACCESS,
716,EG,Calcareous soils management,5_50M,GOOD,AGRICULTURALUSE,,IRRIGATION,INDIVIDUAL,
719,UG,Farming God's Way,50M_PLUS,GOOD,POOR,,RAINFED,COMMUNAL,
7197,AE,Solar Mobile Dryer (SMD),5_50M,POOR,POOR,BOTH,MIXED,INDIVIDUAL,"Because the SMD is mobile and processes the harvest, the natural situation is not that essential. However, ideally, it should be placed in warm and sunny areas."
723,HN,Huellas de concreto (rutas de evacuación),5_50M,MEDIUM,GOOD,,,COMMUNAL,La disponibilidad del agua varía mucho según las estaciones. 
7254,TH,Ked Forest Park: : a Prototype for Community Indigenous Plant Management,,GOOD,AGRICULTURALUSE,SURFACE,MIXED,OPEN_ACCESS,
7260,SA,Cross-Wadi Water Harvesting Structures,50M_PLUS,POOR,GOOD,GROUND,MIXED,OTHER,
7274,TH,SUNN HEMP  AS  A SOIL AMENDMENT AND FOR  MITIGATION OF SALINITY,ONSURFACE,GOOD,AGRICULTURALUSE,SURFACE,MIXED,,
7276,TH,INTEGRATED AGRICULTURE-BASED LAND USE IN AREAS WITH SALINE SOILS,ONSURFACE,GOOD,AGRICULTURALUSE,SURFACE,MIXED,INDIVIDUAL,
7303,AE,A Water-Energy-Food (WEF) efficient net house,50M_PLUS,MEDIUM,AGRICULTURALUSE,GROUND,IRRIGATION,INDIVIDUAL,
731,IN,Multigrain Nutrient Ball,5_50M,EXCESS,POOR,,,LEASED|INDIVIDUAL,
7346,IT,Reconstitution of Soils,5_50M,MEDIUM,AGRICULTURALUSE,GROUND,MIXED,COMMUNAL,
7348,TN,Shallow tillage (15-20cm),5_50M,POOR,GOOD,SURFACE,MIXED,COMMUNAL,
735,HN,Curved and tiered live hedges,LESS_5M,GOOD,POOR,,RAINFED,COMMUNAL,
736,HN,V shaped catchment fence using Izote (Yucca sp.),5_50M,GOOD,POOR,,RAINFED,COMMUNAL,
7366,IN,Transforming a coconut monocrop into a multi-storey food forest,5_50M,POOR,GOOD,GROUND,MIXED,INDIVIDUAL,"Pollachi, the place where the farm is located, water quality fluctuates throughout the year, particularly due to agricultural runoff and effluents from nearby industrial activities."
7380,SA,Tree Plantation Pits in Arid Zones,5_50M,POOR,UNUSABLE,GROUND,MIXED,OTHER,One to three floodings a year.
7387,VN,Multi-storey intercropping with coffee and fruit trees,50M_PLUS,POOR,GOOD,,MIXED,OPEN_ACCESS,
7402,AF,Reseeding local fodder species in Bamyan rangelands using indigenous and scientific methods,5_50M,GOOD,GOOD,GROUND,RAINFED,COMMUNAL|INDIVIDUAL,"Water salinity does not appear to be a major problem in Bamyan. Most water sources, including those originating from snow and glacier melt, show good quality for drinking, with low to moderate salinity levels. However, localized issues such as high total dissolved solids (TDS) or electrical conductivity (EC) have been identified in certain areas, indicating potential salinity concerns, particularly for irrigation or drinking in specific contexts."
7419,SA,ري النباتات الصحراوية باعادة استخدام علب السماد السائل البلاستيكية,50M_PLUS,POOR,GOOD,GROUND,MIXED,OPEN_ACCESS,منطقة لا تتوفر فيها مصادر مياه
7423,IN,TRANSFORMING VILLAGE WASTELAND INTO A RICH PASTURE,50M_PLUS,POOR,AGRICULTURALUSE,GROUND,RAINFED,OPEN_ACCESS,
744,HN,Fascine drainage,LESS_5M,GOOD,POOR,,RAINFED,COMMUNAL,
7440,UA,Organic Agriculture with Reduced Tillage,LESS_5M,GOOD,,BOTH,RAINFED,,
7443,AF,"Agroforestry to improve soil fertility, water retention, and sustainable income for local communities",5_50M,EXCESS,GOOD,BOTH,MIXED,OPEN_ACCESS|COMMUNAL,"In years with heavy snowfall, water availability increases, and springs are replenished. Conversely, during drought years, water resources decrease significantly. From July to September, a water shortage is commonly experienced, prompting farmers to transport water from canals using animals. Additionally, some farmers rely on groundwater specifically for irrigating saplings. This seasonal variation in water supply is critical for agricultural practices in the province."
7446,MN,Buryat sheepfold-style fencing exclosures,5_50M,GOOD,GOOD,BOTH,RAINFED,COMMUNAL,"The availability of surface water is important in Khentii province, and various lakes, rivers, and springs are identified, but many of these water sources are either drying or have experienced changes in water quality over time, as evidenced by the statistics on dried-up sources."
7454,AF,Restoration in the High Conservation Value Forests (HCVF) through community-led initiatives in Paktya,5_50M,MEDIUM,GOOD,BOTH,MIXED,COMMUNAL|LEASED,
7459,AF,Implementing Site Quarantine to reduce rangeland degradation in the highlands of Badghis,50M_PLUS,MEDIUM,GOOD,BOTH,RAINFED,COMMUNAL,
7460,AF,Learning Site to promote Sustainable Land and Forest Management Practices in Khost,5_50M,GOOD,GOOD,BOTH,MIXED,COMMUNAL,"The water quality meets site requirements; however, seasonal fluctuations occur due to droughts. Floods in the lower gully, carry debris and sediments that can impact the source."
7463,SI,Non-winter-hardy honey-producing cover crops,5_50M,GOOD,AGRICULTURALUSE,SURFACE,RAINFED,COMMUNAL,"Hydromelioration was carried out in the area, a drainage system and water retention systems (e.g. ponds and basins) were arranged."
7473,AF,Using lift irrigation for afforestation and agroforestry in Kunar,50M_PLUS,MEDIUM,GOOD,BOTH,MIXED,COMMUNAL|INDIVIDUAL,
7481,AF,Gravity Irrigation for enhancing Community-Based Restoration efforts in the degraded forests of Paktya,LESS_5M,EXCESS,GOOD,BOTH,IRRIGATION,COMMUNAL,As the water from spring harvesting through pipes and accumulated in reservoirs can reduced the evaporation and stored for 2 or 3 days in reservoirs that can excess the water quantity for irrigation purposes.
749,HN,Community protection of water infrastructure from hazards caused by disasters,LESS_5M,GOOD,POOR,,RAINFED,COMMUNAL,Rain causes sporadic floods.
750,HN,Community protection of microbasins through reforestation,50M_PLUS,GOOD,GOOD,,RAINFED,COMMUNAL,
7507,SI,Crimson clover as an overwintering cover crop for nitrogen supply,5_50M,GOOD,POOR,GROUND,RAINFED,COMMUNAL|LEASED,"In Slovenia all drinking water is treated by chlorine. If we compare it to the rest of the world, we have good drinking water, but we never use it untreated."
7552,IN,Community seed banks,5_50M,POOR,POOR,GROUND,MIXED,COMMUNAL|INDIVIDUAL,
7553,UZ,Gradoni Orchard Terraces,5_50M,POOR,AGRICULTURALUSE,BOTH,RAINFED,OTHER,
7556,SA,اقواس حصاد المياه على منحدرات الجبال - منتزه الغاط الوطني,50M_PLUS,MEDIUM,AGRICULTURALUSE,BOTH,MIXED,COMMUNAL,المنطقة عبارة عن وادي محاط بالجبال والهضاب. المياه السطحية تأتي في مواسم الامطار ويوجد سد في اخر الوادي يغذي المياه الجوفية العميقة
7557,UZ,Contour trenches and contour strips,5_50M,POOR,AGRICULTURALUSE,BOTH,RAINFED,OTHER,
7567,GE,Controlled Grazing,ONSURFACE,MEDIUM,GOOD,SURFACE,RAINFED,OPEN_ACCESS|COMMUNAL,"Sufficient water quality and quantity were seen by all stakeholders as essential for success in use of the livestock in the SLM technology as described here. Clean, accessible water supports digestion, feed intake, reproduction, and reduces stress-related behaviours. Strategically managed water resources also improves efficiency. To achieve this, water points were designed with adequate offtake capacity to meet herd demand, minimizing competition and preventing dominant animals from guarding access out of fear that supply will run out."
7606,LA,Integrating Garlic into Rice Crop Rotation,5_50M,MEDIUM,AGRICULTURALUSE,SURFACE,IRRIGATION,COMMUNAL,
7607,LA,Restoring degraded land through grass planting for livestock production,LESS_5M,MEDIUM,UNUSABLE,BOTH,RAINFED,INDIVIDUAL,
7629,SA,تقنية تثبيت الرمال باستخدام سعف النخيل الجاف بالكثبان الرملية بالقرب من بحيرة الاصفر-محافظة الاحساء,5_50M,MEDIUM,AGRICULTURALUSE,GROUND,RAINFED,INDIVIDUAL,
7648,IT,Organic Farming of Table Grapes,LESS_5M,MEDIUM,AGRICULTURALUSE,BOTH,IRRIGATION,COMMUNAL,"Water quality deriving from the above ground dams is of good quality but during the summer irrigation season is not enough to satisfy farmers needs, then many of them have drilled wells and pump groundwater for their needs. Often such water is saline."
7674,IL,Conversion of conventional monoculture farmland into a food forest,5_50M,POOR,AGRICULTURALUSE,BOTH,MIXED,INDIVIDUAL,
7685,SO,Rock Check Dam for Gully Erosion Control,50M_PLUS,POOR,POOR,GROUND,RAINFED,OPEN_ACCESS,"There are no permanent surface-water bodies; runoff only occurs during short, intense rain events in ephemeral streams and gullies. For most of the year the gully is dry, and water for people and livestock comes from scattered shallow wells and berkads. Droughts and long dry spells are frequent"
7690,BR,Viveiro Agroflorestal Comunitário de Produção de Mudas Nativas da Caatinga em assentamento de reforma agrária,50M_PLUS,MEDIUM,POOR,BOTH,RAINFED,OPEN_ACCESS,"Quando ocorre chuvas acima da média, a cada 20 ou 30 anos em média, o riacho Curituba sobe bastante sua cota de água pelo aumento de sua vazão, inundando áreas maiores de suas margens, afetando plantações e áreas destinadas para criação de animais."
7696,SO,Soil and Water Conservation through Half-Moon Structures,50M_PLUS,POOR,POOR,GROUND,RAINFED,OPEN_ACCESS,"Beyra village in Galkacyo district faces severe water scarcity, characterized by both limited availability and poor water quality. The area has very few functional wells, and existing water sources—including shallows and birkads—are insufficient to meet community needs, particularly during prolonged dry seasons.
In terms of water quality, groundwater from the available wells is generally saline and brackish, making it unsuitable for direct human consumption without treatment and limiting its use for livestock and agriculture. Seasonal surface water harvested earth dam and birkads is highly variable, unreliable, and vulnerable to evaporation and contamination.
Overall, the village experiences chronic water stress due to a combination of inadequate water infrastructure, low storage capacity, and poor water quality, underscoring the urgent need for improved water harvesting systems, groundwater assessment, and appropriate water treatment and management interventions."
7697,BR,Manejo Florestal em Área de Projeto de Assentamento,50M_PLUS,POOR,POOR,GROUND,RAINFED,COMMUNAL|INDIVIDUAL,
7698,BR,Produção Agroecológica Integrada e Sustentável (PAIS) em comunidade rural no semiárido,50M_PLUS,POOR,POOR,BOTH,MIXED,OPEN_ACCESS|INDIVIDUAL,"A cada 20, 30 anos ou mais ocorrem chuvas bem acima da média na região ocasionando inundações"
7700,BR,Arranjo Agroflorestal Adaptado à Caatinga,5_50M,GOOD,POOR,BOTH,MIXED,INDIVIDUAL,
